K,UL,beta,burn_factor,crossing_time,delta,mu1,mu2,num_crossings,rep,s,seed1,seed2,seed3,seed4,sigma
21544,1.0,0.01,0.25,967,0.00046415888336127773,1.0e-5,0.0001,50,38,0.1,2472888084,3380397481,1377524762,827172399,5.0e-8
21544,1.0,0.01,0.25,2677,0.00046415888336127773,1.0e-5,0.0001,50,35,0.1,3705040808,2029475756,81307911,3253710810,5.0e-8
21544,1.0,0.01,0.25,835,0.00046415888336127773,1.0e-5,0.0001,50,40,0.1,3929955977,1088633304,3266899968,1140840804,5.0e-8
21544,1.0,0.01,0.25,429,0.00046415888336127773,1.0e-5,0.0001,50,44,0.1,673070480,1978132849,1116314887,162115821,5.0e-8
21544,1.0,0.01,0.25,2365,0.00046415888336127773,1.0e-5,0.0001,50,36,0.1,415528174,956742672,3753627081,2571009211,5.0e-8
21544,1.0,0.01,0.25,107911,0.00046415888336127773,1.0e-5,0.0001,50,44,0.1,2809227407,2155878948,3044051080,3863339240,0.5
21544,1.0,0.01,0.25,1251,0.00046415888336127773,1.0e-5,0.0001,50,42,0.1,3025312728,2151552015,225617305,3329228827,5.0e-8
21544,1.0,0.01,0.25,464,0.00046415888336127773,1.0e-5,0.0001,50,50,0.1,64246037,870189515,984299041,3212783897,5.0e-8
21544,1.0,0.01,0.25,1004,0.00046415888336127773,1.0e-5,0.0001,50,46,0.1,687802278,377471915,1057099123,1964813388,5.0e-8
21544,1.0,0.01,0.25,812,0.00046415888336127773,1.0e-5,0.0001,50,47,0.1,2367738356,141497371,2635435497,2742292067,5.0e-8
21544,1.0,0.01,0.25,910,0.00046415888336127773,1.0e-5,0.0001,50,49,0.1,963391916,1618723873,1610597802,2320658466,5.0e-8
21544,1.0,0.01,0.25,122410,0.00046415888336127773,1.0e-5,0.0001,50,37,0.1,3890694025,4207888810,3278803030,2473661108,0.5
21544,1.0,0.01,0.25,1914,0.00046415888336127773,1.0e-5,0.0001,50,41,0.1,385477261,2942898204,2432620482,1852469880,5.0e-8
21544,1.0,0.01,0.25,23563,0.00046415888336127773,1.0e-5,0.0001,50,50,0.1,2526857581,2978535954,3742873183,2961738151,0.05
21544,1.0,0.01,0.25,3214,0.00046415888336127773,1.0e-5,0.0001,50,39,0.1,1273795779,3241801227,1594834764,3235043579,5.0e-8
21544,1.0,0.01,0.25,1802,0.00046415888336127773,1.0e-5,0.0001,50,48,0.1,3465007440,1473050525,994271531,1823056123,5.0e-8
21544,1.0,0.01,0.25,55358,0.00046415888336127773,1.0e-5,0.0001,50,15,0.1,2694540195,1797270827,1753660976,1033779667,0.05
21544,1.0,0.01,0.25,2974,0.00046415888336127773,1.0e-5,0.0001,50,43,0.1,4032093379,1771330074,376828280,3520463567,5.0e-8
21544,1.0,0.01,0.25,129887,0.00046415888336127773,1.0e-5,0.0001,50,35,0.1,2538647133,1328547208,678526197,3739489107,0.5
21544,1.0,0.01,0.25,33447,0.00046415888336127773,1.0e-5,0.0001,50,32,0.1,2060762823,2823666995,3148353132,3425560789,0.05
21544,1.0,0.01,0.25,32206,0.00046415888336127773,1.0e-5,0.0001,50,30,0.1,1121333846,2757906546,3763333204,3334831036,0.05
1000000,1.0,0.01,0.25,7010,4.641588833612782e-5,1.0e-5,0.0001,50,2,0.1,3609799949,1496863565,2050107537,346503699,0.05
21544,1.0,0.01,0.25,55114,0.00046415888336127773,1.0e-5,0.0001,50,21,0.1,3206782722,1342408132,2868293612,1754567232,0.05
21544,1.0,0.01,0.25,36658,0.00046415888336127773,1.0e-5,0.0001,50,35,0.1,1518703986,1115887479,1506225139,3176362473,0.05
21544,1.0,0.01,0.25,36858,0.00046415888336127773,1.0e-5,0.0001,50,38,0.1,1294485668,4241249474,2909285892,3748351559,0.05
21544,1.0,0.01,0.25,142226,0.00046415888336127773,1.0e-5,0.0001,50,31,0.1,2081815193,2870667545,3481824288,2643215251,0.5
21544,1.0,0.01,0.25,121299,0.00046415888336127773,1.0e-5,0.0001,50,47,0.1,597467625,4238584736,4276597606,3607648910,0.5
21544,1.0,0.01,0.25,7034,0.00046415888336127773,1.0e-5,0.0001,50,45,0.1,3802799511,1359556082,927717312,3765293099,5.0e-8
21544,1.0,0.01,0.25,33401,0.00046415888336127773,1.0e-5,0.0001,50,45,0.1,829509917,324858727,3560303633,3711602370,0.05
1000000,1.0,0.01,0.25,675,4.641588833612782e-5,1.0e-5,0.0001,50,19,0.1,4161020361,733882987,4024458833,3868714989,0.05
21544,1.0,0.01,0.25,123933,0.00046415888336127773,1.0e-5,0.0001,50,46,0.1,3693413341,3603146974,7639459,386523646,0.5
21544,1.0,0.01,0.25,43008,0.00046415888336127773,1.0e-5,0.0001,50,40,0.1,1851979032,1577912702,3616718241,2419747553,0.05
21544,1.0,0.01,0.25,58991,0.00046415888336127773,1.0e-5,0.0001,50,24,0.1,3478022934,2766625512,1561960312,2103207815,0.05
21544,1.0,0.01,0.25,159835,0.00046415888336127773,1.0e-5,0.0001,50,16,0.1,918958850,2557921945,1297432603,1255568044,0.5
21544,1.0,0.01,0.25,42614,0.00046415888336127773,1.0e-5,0.0001,50,46,0.1,249888703,32297974,1103673143,2620600221,0.05
46416,1.0,0.01,0.25,5444,0.00046415888336127773,1.0e-5,0.0001,50,22,0.1,3465007440,1473050525,994271531,1823056123,0.5
21544,1.0,0.01,0.25,174255,0.00046415888336127773,1.0e-5,0.0001,50,13,0.1,70861583,237154593,2717767011,72280123,0.5
1000000,1.0,0.01,0.25,819,4.641588833612782e-5,1.0e-5,0.0001,50,24,0.1,3860873967,3756824812,333723250,166740871,0.05
21544,1.0,0.01,0.25,178460,0.00046415888336127773,1.0e-5,0.0001,50,34,0.1,2949541289,2865560432,1723019794,3400321798,0.5
46416,1.0,0.01,0.25,4560,0.00046415888336127773,1.0e-5,0.0001,50,39,0.1,3478022934,2766625512,1561960312,2103207815,0.5
21544,1.0,0.01,0.25,189351,0.00046415888336127773,1.0e-5,0.0001,50,25,0.1,3409262748,2575866712,1401153029,2466236141,0.5
21544,1.0,0.01,0.25,198640,0.00046415888336127773,1.0e-5,0.0001,50,1,0.1,1875724809,1961207786,1857017834,2786650654,0.5
46416,1.0,0.01,0.25,19116,0.00046415888336127773,1.0e-5,0.0001,50,11,0.1,415528174,956742672,3753627081,2571009211,0.5
21544,1.0,0.01,0.25,201867,0.00046415888336127773,1.0e-5,0.0001,50,33,0.1,2610296822,196770647,4237421364,2285834007,0.5
21544,1.0,0.01,0.25,218118,0.00046415888336127773,1.0e-5,0.0001,50,2,0.1,2152996665,1736897850,2419787953,2655192671,0.5
21544,1.0,0.01,0.25,216575,0.00046415888336127773,1.0e-5,0.0001,50,19,0.1,477329501,257276880,2594914323,2385468242,0.5
46416,1.0,0.01,0.25,22734,0.00046415888336127773,1.0e-5,0.0001,50,37,0.1,3693413341,3603146974,7639459,386523646,0.5
46416,1.0,0.01,0.25,21516,0.00046415888336127773,1.0e-5,0.0001,50,36,0.1,4161020361,733882987,4024458833,3868714989,0.5
46416,1.0,0.01,0.25,25646,0.00046415888336127773,1.0e-5,0.0001,50,34,0.1,3802799511,1359556082,927717312,3765293099,0.5
21544,1.0,0.01,0.25,217915,0.00046415888336127773,1.0e-5,0.0001,50,38,0.1,3116677437,4059451340,3773086325,241519434,0.5
46416,1.0,0.01,0.25,28489,0.00046415888336127773,1.0e-5,0.0001,50,30,0.1,1518703986,1115887479,1506225139,3176362473,0.5
46416,1.0,0.01,0.25,35189,0.00046415888336127773,1.0e-5,0.0001,50,10,0.1,673070480,1978132849,1116314887,162115821,0.5
46416,1.0,0.01,0.25,34914,0.00046415888336127773,1.0e-5,0.0001,50,25,0.1,2538647133,1328547208,678526197,3739489107,0.5
46416,1.0,0.01,0.25,38561,0.00046415888336127773,1.0e-5,0.0001,50,5,0.1,3423780346,929806679,3155656174,392620451,0.5
21544,1.0,0.01,0.25,235830,0.00046415888336127773,1.0e-5,0.0001,50,29,0.1,2076554335,2113026487,1130259490,1551743859,0.5
46416,1.0,0.01,0.25,40650,0.00046415888336127773,1.0e-5,0.0001,50,6,0.1,445056674,70504771,3196884538,2463179069,0.5
464159,1.0,0.01,0.25,38644,0.00021544346900318845,1.0e-5,0.0001,50,19,0.1,333153872,462936731,1803863024,4227837316,0.5
46416,1.0,0.01,0.25,12526,0.00046415888336127773,1.0e-5,0.0001,50,49,0.1,415528174,956742672,3753627081,2571009211,0.5
46416,1.0,0.01,0.25,29348,0.00046415888336127773,1.0e-5,0.0001,50,38,0.1,1851979032,1577912702,3616718241,2419747553,0.5
46416,1.0,0.01,0.25,23838,0.00046415888336127773,1.0e-5,0.0001,50,44,0.1,3860873967,3756824812,333723250,166740871,0.5
46416,1.0,0.01,0.25,3493,0.00046415888336127773,1.0e-5,0.0001,50,5,0.1,3802799511,1359556082,927717312,3765293099,0.05
46416,1.0,0.01,0.25,2255,0.00046415888336127773,1.0e-5,0.0001,50,9,0.1,2538647133,1328547208,678526197,3739489107,0.05
46416,1.0,0.01,0.25,4218,0.00046415888336127773,1.0e-5,0.0001,50,8,0.1,673070480,1978132849,1116314887,162115821,0.05
46416,1.0,0.01,0.25,1390,0.00046415888336127773,1.0e-5,0.0001,50,12,0.1,445056674,70504771,3196884538,2463179069,0.05
1000000,1.0,0.01,0.25,984,4.641588833612782e-5,1.0e-5,0.0001,50,27,0.1,2250321962,592281717,3744914570,4280192819,0.05
46416,1.0,0.01,0.25,6861,0.00046415888336127773,1.0e-5,0.0001,50,3,0.1,3693413341,3603146974,7639459,386523646,0.05
46416,1.0,0.01,0.25,51362,0.00046415888336127773,1.0e-5,0.0001,50,12,0.1,2809227407,2155878948,3044051080,3863339240,0.5
46416,1.0,0.01,0.25,57352,0.00046415888336127773,1.0e-5,0.0001,50,8,0.1,3705040808,2029475756,81307911,3253710810,0.5
46416,1.0,0.01,0.25,30302,0.00046415888336127773,1.0e-5,0.0001,50,45,0.1,2949541289,2865560432,1723019794,3400321798,0.5
10000,1.0,0.01,0.25,775166,0.00046415888336127773,1.0e-5,0.0001,50,28,0.1,3542281191,1499759271,4003928767,1681899129,0.5
46416,1.0,0.01,0.25,58069,0.00046415888336127773,1.0e-5,0.0001,50,15,0.1,687802278,377471915,1057099123,1964813388,0.5
46416,1.0,0.01,0.25,4644,0.00046415888336127773,1.0e-5,0.0001,50,13,0.1,333153872,462936731,1803863024,4227837316,0.05
46416,1.0,0.01,0.25,11954,0.00046415888336127773,1.0e-5,0.0001,50,6,0.1,3116677437,4059451340,3773086325,241519434,0.05
46416,1.0,0.01,0.25,56490,0.00046415888336127773,1.0e-5,0.0001,50,32,0.1,2081815193,2870667545,3481824288,2643215251,0.5
46416,1.0,0.01,0.25,13347,0.00046415888336127773,1.0e-5,0.0001,50,7,0.1,1518703986,1115887479,1506225139,3176362473,0.05
1000000,1.0,0.01,0.25,578,4.641588833612782e-5,1.0e-5,0.0001,50,22,0.1,2780659337,3582114303,2663842660,3257184673,0.05
46416,1.0,0.01,0.25,48959,0.00046415888336127773,1.0e-5,0.0001,50,43,0.1,70861583,237154593,2717767011,72280123,0.5
46416,1.0,0.01,0.25,64969,0.00046415888336127773,1.0e-5,0.0001,50,23,0.1,2694540195,1797270827,1753660976,1033779667,0.5
46416,1.0,0.01,0.25,2582,0.00046415888336127773,1.0e-5,0.0001,50,19,0.1,673070480,1978132849,1116314887,162115821,0.05
46416,1.0,0.01,0.25,52615,0.00046415888336127773,1.0e-5,0.0001,50,41,0.1,249888703,32297974,1103673143,2620600221,0.5
1000000,1.0,0.01,0.25,561,4.641588833612782e-5,1.0e-5,0.0001,50,21,0.1,3289695898,3632348082,1224701191,3995897947,0.05
46416,1.0,0.01,0.25,18411,0.00046415888336127773,1.0e-5,0.0001,50,4,0.1,4161020361,733882987,4024458833,3868714989,0.05
46416,1.0,0.01,0.25,580,0.00046415888336127773,1.0e-5,0.0001,50,25,0.1,2949541289,2865560432,1723019794,3400321798,0.05
46416,1.0,0.01,0.25,67831,0.00046415888336127773,1.0e-5,0.0001,50,17,0.1,963391916,1618723873,1610597802,2320658466,0.5
46416,1.0,0.01,0.25,9470,0.00046415888336127773,1.0e-5,0.0001,50,16,0.1,3860873967,3756824812,333723250,166740871,0.05
46416,1.0,0.01,0.25,337,0.00046415888336127773,1.0e-5,0.0001,50,26,0.1,3542281191,1499759271,4003928767,1681899129,0.05
46416,1.0,0.01,0.25,4899,0.00046415888336127773,1.0e-5,0.0001,50,20,0.1,445056674,70504771,3196884538,2463179069,0.05
46416,1.0,0.01,0.25,23229,0.00046415888336127773,1.0e-5,0.0001,50,2,0.1,477329501,257276880,2594914323,2385468242,0.05
46416,1.0,0.01,0.25,6483,0.00046415888336127773,1.0e-5,0.0001,50,17,0.1,3802799511,1359556082,927717312,3765293099,0.05
46416,1.0,0.01,0.25,41275,0.00046415888336127773,1.0e-5,0.0001,50,46,0.1,3478022934,2766625512,1561960312,2103207815,0.5
1000000,1.0,0.01,0.25,3496,4.641588833612782e-5,1.0e-5,0.0001,50,20,0.1,678182985,3656557511,1881488929,2020306875,0.05
46416,1.0,0.01,0.25,17061,0.00046415888336127773,1.0e-5,0.0001,50,11,0.1,2076554335,2113026487,1130259490,1551743859,0.05
46416,1.0,0.01,0.25,15166,0.00046415888336127773,1.0e-5,0.0001,50,14,0.1,415528174,956742672,3753627081,2571009211,0.05
46416,1.0,0.01,0.25,66775,0.00046415888336127773,1.0e-5,0.0001,50,29,0.1,3206782722,1342408132,2868293612,1754567232,0.5
46416,1.0,0.01,0.25,4735,0.00046415888336127773,1.0e-5,0.0001,50,24,0.1,3705040808,2029475756,81307911,3253710810,0.05
46416,1.0,0.01,0.25,27402,0.00046415888336127773,1.0e-5,0.0001,50,1,0.1,2152996665,1736897850,2419787953,2655192671,0.05
46416,1.0,0.01,0.25,11751,0.00046415888336127773,1.0e-5,0.0001,50,18,0.1,2538647133,1328547208,678526197,3739489107,0.05
46416,1.0,0.01,0.25,8456,0.00046415888336127773,1.0e-5,0.0001,50,23,0.1,2809227407,2155878948,3044051080,3863339240,0.05
46416,1.0,0.01,0.25,6052,0.00046415888336127773,1.0e-5,0.0001,50,27,0.1,687802278,377471915,1057099123,1964813388,0.05
46416,1.0,0.01,0.25,83162,0.00046415888336127773,1.0e-5,0.0001,50,7,0.1,2472888084,3380397481,1377524762,827172399,0.5
46416,1.0,0.01,0.25,79574,0.00046415888336127773,1.0e-5,0.0001,50,13,0.1,3025312728,2151552015,225617305,3329228827,0.5
46416,1.0,0.01,0.25,925,0.00046415888336127773,1.0e-5,0.0001,50,40,0.1,963391916,1618723873,1610597802,2320658466,0.05
46416,1.0,0.01,0.25,2091,0.00046415888336127773,1.0e-5,0.0001,50,36,0.1,249888703,32297974,1103673143,2620600221,0.05
46416,1.0,0.01,0.25,3997,0.00046415888336127773,1.0e-5,0.0001,50,33,0.1,70861583,237154593,2717767011,72280123,0.05
46416,1.0,0.01,0.25,8271,0.00046415888336127773,1.0e-5,0.0001,50,30,0.1,2081815193,2870667545,3481824288,2643215251,0.05
46416,1.0,0.01,0.25,23836,0.00046415888336127773,1.0e-5,0.0001,50,10,0.1,3423780346,929806679,3155656174,392620451,0.05
46416,1.0,0.01,0.25,87530,0.00046415888336127773,1.0e-5,0.0001,50,1,0.1,2165135809,2345346532,2172470408,174100608,0.5
46416,1.0,0.01,0.25,2139,0.00046415888336127773,1.0e-5,0.0001,50,44,0.1,477329501,257276880,2594914323,2385468242,0.05
46416,1.0,0.01,0.25,2375,0.00046415888336127773,1.0e-5,0.0001,50,46,0.1,3478022934,2766625512,1561960312,2103207815,0.05
46416,1.0,0.01,0.25,4460,0.00046415888336127773,1.0e-5,0.0001,50,38,0.1,4161020361,733882987,4024458833,3868714989,0.05
1000000,1.0,0.01,0.25,58789,2.1544346900318823e-5,1.0e-5,0.0001,50,50,0.1,1116862248,1698305657,3758998996,2546016084,0.5
46416,1.0,0.01,0.25,15235,0.00046415888336127773,1.0e-5,0.0001,50,21,0.1,2250321962,592281717,3744914570,4280192819,0.05
46416,1.0,0.01,0.25,4485,0.00046415888336127773,1.0e-5,0.0001,50,35,0.1,673070480,1978132849,1116314887,162115821,0.05
46416,1.0,0.01,0.25,233,0.00046415888336127773,1.0e-5,0.0001,50,1,0.1,3705040808,2029475756,81307911,3253710810,5.0e-8
46416,1.0,0.01,0.25,240,0.00046415888336127773,1.0e-5,0.0001,50,2,0.1,2152996665,1736897850,2419787953,2655192671,5.0e-8
1000000,1.0,0.01,0.25,7068,4.641588833612782e-5,1.0e-5,0.0001,50,4,0.1,3169009065,1683480616,1129443220,1037803436,0.05
46416,1.0,0.01,0.25,10242,0.00046415888336127773,1.0e-5,0.0001,50,29,0.1,3116677437,4059451340,3773086325,241519434,0.05
46416,1.0,0.01,0.25,4958,0.00046415888336127773,1.0e-5,0.0001,50,41,0.1,3860873967,3756824812,333723250,166740871,0.05
46416,1.0,0.01,0.25,536,0.00046415888336127773,1.0e-5,0.0001,50,3,0.1,2538647133,1328547208,678526197,3739489107,5.0e-8
46416,1.0,0.01,0.25,89460,0.00046415888336127773,1.0e-5,0.0001,50,20,0.1,2526857581,2978535954,3742873183,2961738151,0.5
46416,1.0,0.01,0.25,421,0.00046415888336127773,1.0e-5,0.0001,50,4,0.1,2809227407,2155878948,3044051080,3863339240,5.0e-8
46416,1.0,0.01,0.25,27300,0.00046415888336127773,1.0e-5,0.0001,50,15,0.1,1851979032,1577912702,3616718241,2419747553,0.05
46416,1.0,0.01,0.25,7815,0.00046415888336127773,1.0e-5,0.0001,50,42,0.1,3542281191,1499759271,4003928767,1681899129,0.05
46416,1.0,0.01,0.25,656,0.00046415888336127773,1.0e-5,0.0001,50,5,0.1,687802278,377471915,1057099123,1964813388,5.0e-8
46416,1.0,0.01,0.25,5005,0.00046415888336127773,1.0e-5,0.0001,50,47,0.1,678182985,3656557511,1881488929,2020306875,0.05
46416,1.0,0.01,0.25,524,0.00046415888336127773,1.0e-5,0.0001,50,6,0.1,2472888084,3380397481,1377524762,827172399,5.0e-8
46416,1.0,0.01,0.25,350,0.00046415888336127773,1.0e-5,0.0001,50,8,0.1,963391916,1618723873,1610597802,2320658466,5.0e-8
46416,1.0,0.01,0.25,264,0.00046415888336127773,1.0e-5,0.0001,50,9,0.1,249888703,32297974,1103673143,2620600221,5.0e-8
46416,1.0,0.01,0.25,650,0.00046415888336127773,1.0e-5,0.0001,50,7,0.1,3025312728,2151552015,225617305,3329228827,5.0e-8
46416,1.0,0.01,0.25,9157,0.00046415888336127773,1.0e-5,0.0001,50,37,0.1,3289695898,3632348082,1224701191,3995897947,0.05
46416,1.0,0.01,0.25,6586,0.00046415888336127773,1.0e-5,0.0001,50,50,0.1,3206782722,1342408132,2868293612,1754567232,0.05
46416,1.0,0.01,0.25,628,0.00046415888336127773,1.0e-5,0.0001,50,10,0.1,70861583,237154593,2717767011,72280123,5.0e-8
46416,1.0,0.01,0.25,21248,0.00046415888336127773,1.0e-5,0.0001,50,22,0.1,3693413341,3603146974,7639459,386523646,0.05
46416,1.0,0.01,0.25,12334,0.00046415888336127773,1.0e-5,0.0001,50,32,0.1,2780659337,3582114303,2663842660,3257184673,0.05
46416,1.0,0.01,0.25,98013,0.00046415888336127773,1.0e-5,0.0001,50,3,0.1,4259371958,974414055,775547379,1990418221,0.5
46416,1.0,0.01,0.25,203,0.00046415888336127773,1.0e-5,0.0001,50,14,0.1,477329501,257276880,2594914323,2385468242,5.0e-8
46416,1.0,0.01,0.25,515,0.00046415888336127773,1.0e-5,0.0001,50,13,0.1,2165135809,2345346532,2172470408,174100608,5.0e-8
46416,1.0,0.01,0.25,590,0.00046415888336127773,1.0e-5,0.0001,50,11,0.1,2081815193,2870667545,3481824288,2643215251,5.0e-8
46416,1.0,0.01,0.25,80331,0.00046415888336127773,1.0e-5,0.0001,50,42,0.1,3465007440,1473050525,994271531,1823056123,0.5
46416,1.0,0.01,0.25,932,0.00046415888336127773,1.0e-5,0.0001,50,12,0.1,3423780346,929806679,3155656174,392620451,5.0e-8
46416,1.0,0.01,0.25,395,0.00046415888336127773,1.0e-5,0.0001,50,16,0.1,4161020361,733882987,4024458833,3868714989,5.0e-8
46416,1.0,0.01,0.25,9369,0.00046415888336127773,1.0e-5,0.0001,50,49,0.1,415528174,956742672,3753627081,2571009211,0.05
46416,1.0,0.01,0.25,371,0.00046415888336127773,1.0e-5,0.0001,50,18,0.1,2250321962,592281717,3744914570,4280192819,5.0e-8
46416,1.0,0.01,0.25,633,0.00046415888336127773,1.0e-5,0.0001,50,17,0.1,1116862248,1698305657,3758998996,2546016084,5.0e-8
46416,1.0,0.01,0.25,18576,0.00046415888336127773,1.0e-5,0.0001,50,28,0.1,333153872,462936731,1803863024,4227837316,0.05
46416,1.0,0.01,0.25,345,0.00046415888336127773,1.0e-5,0.0001,50,19,0.1,673070480,1978132849,1116314887,162115821,5.0e-8
46416,1.0,0.01,0.25,503,0.00046415888336127773,1.0e-5,0.0001,50,21,0.1,2152996665,1736897850,2419787953,2655192671,5.0e-8
46416,1.0,0.01,0.25,382,0.00046415888336127773,1.0e-5,0.0001,50,22,0.1,3169009065,1683480616,1129443220,1037803436,5.0e-8
464159,1.0,0.01,0.25,39790,0.00021544346900318845,1.0e-5,0.0001,50,44,0.1,685317615,1728669000,1687305862,787627631,0.5
46416,1.0,0.01,0.25,1337,0.00046415888336127773,1.0e-5,0.0001,50,15,0.1,3478022934,2766625512,1561960312,2103207815,5.0e-8
46416,1.0,0.01,0.25,516,0.00046415888336127773,1.0e-5,0.0001,50,24,0.1,3860873967,3756824812,333723250,166740871,5.0e-8
46416,1.0,0.01,0.25,825,0.00046415888336127773,1.0e-5,0.0001,50,23,0.1,3116677437,4059451340,3773086325,241519434,5.0e-8
46416,1.0,0.01,0.25,413,0.00046415888336127773,1.0e-5,0.0001,50,25,0.1,2538647133,1328547208,678526197,3739489107,5.0e-8
46416,1.0,0.01,0.25,1406,0.00046415888336127773,1.0e-5,0.0001,50,20,0.1,3705040808,2029475756,81307911,3253710810,5.0e-8
46416,1.0,0.01,0.25,327,0.00046415888336127773,1.0e-5,0.0001,50,26,0.1,2526857581,2978535954,3742873183,2961738151,5.0e-8
21544,1.0,0.01,0.25,383503,0.00046415888336127773,1.0e-5,0.0001,50,9,0.1,2677212841,3103130960,3617751527,2793651369,0.5
46416,1.0,0.01,0.25,19115,0.00046415888336127773,1.0e-5,0.0001,50,31,0.1,1518703986,1115887479,1506225139,3176362473,0.05
46416,1.0,0.01,0.25,344,0.00046415888336127773,1.0e-5,0.0001,50,27,0.1,2809227407,2155878948,3044051080,3863339240,5.0e-8
46416,1.0,0.01,0.25,96017,0.00046415888336127773,1.0e-5,0.0001,50,35,0.1,829509917,324858727,3560303633,3711602370,0.5
46416,1.0,0.01,0.25,491,0.00046415888336127773,1.0e-5,0.0001,50,29,0.1,3542281191,1499759271,4003928767,1681899129,5.0e-8
46416,1.0,0.01,0.25,534,0.00046415888336127773,1.0e-5,0.0001,50,31,0.1,678182985,3656557511,1881488929,2020306875,5.0e-8
46416,1.0,0.01,0.25,20516,0.00046415888336127773,1.0e-5,0.0001,50,34,0.1,2694540195,1797270827,1753660976,1033779667,0.05
46416,1.0,0.01,0.25,278,0.00046415888336127773,1.0e-5,0.0001,50,32,0.1,2472888084,3380397481,1377524762,827172399,5.0e-8
46416,1.0,0.01,0.25,1259,0.00046415888336127773,1.0e-5,0.0001,50,28,0.1,1851979032,1577912702,3616718241,2419747553,5.0e-8
46416,1.0,0.01,0.25,1003,0.00046415888336127773,1.0e-5,0.0001,50,30,0.1,687802278,377471915,1057099123,1964813388,5.0e-8
46416,1.0,0.01,0.25,345,0.00046415888336127773,1.0e-5,0.0001,50,33,0.1,963391916,1618723873,1610597802,2320658466,5.0e-8
46416,1.0,0.01,0.25,352,0.00046415888336127773,1.0e-5,0.0001,50,34,0.1,249888703,32297974,1103673143,2620600221,5.0e-8
46416,1.0,0.01,0.25,323,0.00046415888336127773,1.0e-5,0.0001,50,35,0.1,3025312728,2151552015,225617305,3329228827,5.0e-8
1000000,1.0,0.01,0.25,74071,1.0e-5,1.0e-5,0.0001,50,31,0.1,3890787807,258031862,2339884937,4141766786,0.5
46416,1.0,0.01,0.25,701,0.00046415888336127773,1.0e-5,0.0001,50,37,0.1,3206782722,1342408132,2868293612,1754567232,5.0e-8
46416,1.0,0.01,0.25,456,0.00046415888336127773,1.0e-5,0.0001,50,41,0.1,4259371958,974414055,775547379,1990418221,5.0e-8
46416,1.0,0.01,0.25,575,0.00046415888336127773,1.0e-5,0.0001,50,40,0.1,2780659337,3582114303,2663842660,3257184673,5.0e-8
46416,1.0,0.01,0.25,830,0.00046415888336127773,1.0e-5,0.0001,50,38,0.1,70861583,237154593,2717767011,72280123,5.0e-8
46416,1.0,0.01,0.25,690,0.00046415888336127773,1.0e-5,0.0001,50,39,0.1,3693413341,3603146974,7639459,386523646,5.0e-8
46416,1.0,0.01,0.25,104079,0.00046415888336127773,1.0e-5,0.0001,50,24,0.1,4032093379,1771330074,376828280,3520463567,0.5
46416,1.0,0.01,0.25,372,0.00046415888336127773,1.0e-5,0.0001,50,43,0.1,2165135809,2345346532,2172470408,174100608,5.0e-8
46416,1.0,0.01,0.25,552,0.00046415888336127773,1.0e-5,0.0001,50,42,0.1,477329501,257276880,2594914323,2385468242,5.0e-8
46416,1.0,0.01,0.25,588,0.00046415888336127773,1.0e-5,0.0001,50,45,0.1,3465007440,1473050525,994271531,1823056123,5.0e-8
46416,1.0,0.01,0.25,583,0.00046415888336127773,1.0e-5,0.0001,50,44,0.1,2081815193,2870667545,3481824288,2643215251,5.0e-8
46416,1.0,0.01,0.25,1839,0.00046415888336127773,1.0e-5,0.0001,50,36,0.1,3289695898,3632348082,1224701191,3995897947,5.0e-8
46416,1.0,0.01,0.25,645,0.00046415888336127773,1.0e-5,0.0001,50,46,0.1,3423780346,929806679,3155656174,392620451,5.0e-8
46416,1.0,0.01,0.25,514,0.00046415888336127773,1.0e-5,0.0001,50,49,0.1,2250321962,592281717,3744914570,4280192819,5.0e-8
46416,1.0,0.01,0.25,714,0.00046415888336127773,1.0e-5,0.0001,50,47,0.1,4161020361,733882987,4024458833,3868714989,5.0e-8
46416,1.0,0.01,0.25,875,0.00046415888336127773,1.0e-5,0.0001,50,50,0.1,1116862248,1698305657,3758998996,2546016084,5.0e-8
46416,1.0,0.01,0.25,22577,0.00046415888336127773,1.0e-5,0.0001,50,45,0.1,3802799511,1359556082,927717312,3765293099,0.05
46416,1.0,0.01,0.25,842,0.00046415888336127773,1.0e-5,0.0001,50,48,0.1,415528174,956742672,3753627081,2571009211,5.0e-8
46416,1.0,0.01,0.25,27183,0.00046415888336127773,1.0e-5,0.0001,50,39,0.1,2949541289,2865560432,1723019794,3400321798,0.05
46416,1.0,0.01,0.25,118324,0.00046415888336127773,1.0e-5,0.0001,50,16,0.1,2367738356,141497371,2635435497,2742292067,0.5
46416,1.0,0.01,0.25,28889,0.00046415888336127773,1.0e-5,0.0001,50,43,0.1,445056674,70504771,3196884538,2463179069,0.05
46416,1.0,0.01,0.25,27609,0.00046415888336127773,1.0e-5,0.0001,50,48,0.1,2076554335,2113026487,1130259490,1551743859,0.05
1000000,1.0,0.01,0.25,763,4.641588833612782e-5,1.0e-5,0.0001,50,28,0.1,3459301454,2703282906,1139256726,2833538612,0.05
21544,1.0,0.01,0.25,401232,0.00046415888336127773,1.0e-5,0.0001,50,48,0.1,3548002444,2708285128,2460034012,3481664043,0.5
46416,1.0,0.01,0.25,132607,0.00046415888336127773,1.0e-5,0.0001,50,9,0.1,3929955977,1088633304,3266899968,1140840804,0.5
46416,1.0,0.01,0.25,133668,0.00046415888336127773,1.0e-5,0.0001,50,31,0.1,1294485668,4241249474,2909285892,3748351559,0.5
